"H",2,1,4,-9,16,0
"H",2,1,4,0,6242,3848
"H",2,1,4,1,3046,2240
"H",2,1,4,10,10,10
"H",2,1,4,11,5,5
"H",2,1,4,12,5,5
"H",2,1,4,13,2,2
"H",2,1,4,14,1,1
"H",2,1,4,2,1580,1286
"H",2,1,4,3,871,751
"H",2,1,4,4,458,417
"H",2,1,4,5,258,242
"H",2,1,4,6,120,113
"H",2,1,4,7,67,65
"H",2,1,4,8,25,25
"H",2,1,4,9,15,14
"H",2,1,5,-1,1105,559
"H",2,1,5,-12,1,0
"H",2,1,5,-14,1,0
"H",2,1,5,-2,498,208
"H",2,1,5,-3,239,76
"H",2,1,5,-4,128,32
"H",2,1,5,-5,44,3
"H",2,1,5,-6,33,2
"H",2,1,5,-7,8,1
"H",2,1,5,-8,5,0
"H",2,1,5,-9,4,0
"H",2,1,5,0,2501,1573
"H",2,1,5,1,1548,1157
"H",2,1,5,10,4,4
"H",2,1,5,11,1,1
"H",2,1,5,12,1,1
"H",2,1,5,2,854,710
"H",2,1,5,3,521,455
"H",2,1,5,4,250,237
"H",2,1,5,5,132,128
"H",2,1,5,6,45,45
"H",2,1,5,7,24,23
"H",2,1,5,8,13,13
"H",2,1,5,9,7,7
"H",2,1,6,-1,1191,623
"H",2,1,6,-10,3,0
"H",2,1,6,-11,1,0
"H",2,1,6,-12,2,0
"H",2,1,6,-2,603,256
"H",2,1,6,-3,323,110
"H",2,1,6,-4,164,46
"H",2,1,6,-5,58,11
"H",2,1,6,-6,34,5
"H",2,1,6,-7,20,3
"H",2,1,6,-8,13,1
"H",2,1,6,-9,3,0
"H",2,1,6,0,2748,1737
"H",2,1,6,1,1660,1258
"H",2,1,6,10,3,3
"H",2,1,6,11,2,2
"H",2,1,6,14,1,1
"H",2,1,6,15,1,1
"H",2,1,6,2,955,778
"H",2,1,6,3,508,450
"H",2,1,6,4,315,290
"H",2,1,6,5,144,134
"H",2,1,6,6,50,49
"H",2,1,6,7,35,34
"H",2,1,6,8,17,16
"H",2,1,6,9,4,4
"H",2,1,7,-1,938,535
"H",2,1,7,-10,1,0
"H",2,1,7,-11,1,0
"H",2,1,7,-12,1,0
"H",2,1,7,-2,520,223
"H",2,1,7,-3,228,86
"H",2,1,7,-4,92,32
"H",2,1,7,-5,52,7
"H",2,1,7,-6,26,5
"H",2,1,7,-7,7,2
"H",2,1,7,-8,3,0
"H",2,1,7,-9,3,1
"H",2,1,7,0,2156,1441
"H",2,1,7,1,1306,982
"H",2,1,7,10,3,3
"H",2,1,7,15,1,1
"H",2,1,7,2,799,681
"H",2,1,7,3,449,396
"H",2,1,7,4,207,195
"H",2,1,7,5,95,91
"H",2,1,7,6,42,41
"H",2,1,7,7,23,22
"H",2,1,7,8,9,9
"H",2,1,7,9,4,4
"H",2,1,8,-1,815,447
"H",2,1,8,-10,2,0
"H",2,1,8,-2,413,190
"H",2,1,8,-3,229,87
"H",2,1,8,-4,97,28
"H",2,1,8,-5,58,14
"H",2,1,8,-6,27,6
"H",2,1,8,-7,13,3
"H",2,1,8,-8,5,1
"H",2,1,8,-9,3,0
"H",2,1,8,0,1818,1230
"H",2,1,8,1,1108,876
"H",2,1,8,10,1,1
"H",2,1,8,2,620,517
